"","Site","NCTNum","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success","totalcost","EstNewCases","EstDeaths","Survival_5yr"
"264","Breast","NCT00520975","Terminated","Biological: Bevacizumab|Drug: Carboplatin|Drug: Paclitaxel|Other: Placebo|Biological: Trastuzumab","30",96,"Has Results","Both",6,0,25640.8,268670,41400,88.6
"265","Breast","NCT01234402","Completed","Biological: Ramucirumab DP|Biological: IMC-18F1|Drug: Capecitabine","20",153,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"266","Breast","NCT00068341","Completed","Biological: trastuzumab|Drug: carboplatin|Drug: docetaxel","20",74,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"267","Breast","NCT00002616","Unknown status","Biological: aldesleukin|Biological: filgrastim|Drug: carboplatin|Drug: cyclophosphamide|Drug: thiotepa|Procedure: peripheral blood stem cell transplantation","10",36,"No Results Available","Drug",2,0,25640.8,268670,41400,88.6
"268","Breast","NCT01386502","Withdrawn","Biological: p53: 264-272 peptide|Drug: CT-011","10",0,"No Results Available","Drug",2,0,25640.8,268670,41400,88.6
"269","Breast","NCT00004085","Completed","Biological: filgrastim|Procedure: autologous bone marrow transplantation|Procedure: peripheral blood stem cell transplantation|Radiation: yttrium Y 90 monoclonal antibody MN-14","15",15,"No Results Available","Bio",3,1,25640.8,268670,41400,88.6
"270","Breast","NCT00206453","Terminated","Drug: Taxotere","20",25,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"271","Breast","NCT00841399","Completed","Biological: E75 + GM-CSF vaccine","15",100,"No Results Available","Bio",3,1,25640.8,268670,41400,88.6
"272","Breast","NCT00376805","Terminated","Drug: Fludarabine|Drug: Cyclophosphamide|Radiation: Total body irradiation|Other: Natural killer cell infusion|Biological: Interleukin-2","20",6,"Has Results","Both",4,0,25640.8,268670,41400,88.6
"273","Breast","NCT00227656","Terminated","Biological: PEG-interferon alfa-2a|Drug: Capecitabine","20",2,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"274","Breast","NCT00074269","Terminated","Biological: anti-thymocyte globulin|Biological: filgrastim|Biological: graft-versus-tumor induction therapy|Biological: therapeutic allogeneic lymphocytes|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: melphalan|Drug: methotrexate|Procedure: peripheral blood stem cell transplantation","20",5,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"275","Breast","NCT00266110","Completed","Biological: sargramostim|Biological: therapeutic autologous dendritic cells|Biological: trastuzumab|Drug: vinorelbine ditartrate","20",17,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"276","Breast","NCT01606241","Completed","Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Biological: Multi-epitope Folate Receptor Alpha Peptide Vaccine","10",24,"No Results Available","Both",2,1,25640.8,268670,41400,88.6
"277","Breast","NCT00005800","Completed","Biological: Filgrastim|Drug: Docetaxel|Drug: Doxorubicin|Procedure: Surgery","20",45,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"278","Breast","NCT00304096","Completed","Biological: synthetic breast cancer peptides-tetanus toxoid-Montanide ISA-51 vaccine","10",12,"Has Results","Bio",2,1,25640.8,268670,41400,88.6
"279","Breast","NCT00063934","Terminated","Biological: oblimersen sodium|Drug: doxorubicin hydrochloride|Drug: docetaxel|Biological: filgrastim|Biological: pegfilgrastim|Procedure: therapeutic conventional surgery|Other: pharmacological study|Other: laboratory biomarker analysis","15",31,"Has Results","Both",3,0,25640.8,268670,41400,88.6
"280","Breast","NCT00622401","Terminated","Biological: Dendritic Cell/Tumor Fusion Vaccine|Drug: Interleukin-12","15",8,"Has Results","Drug",3,0,25640.8,268670,41400,88.6
"281","Breast","NCT00002679","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel|Drug: tamoxifen citrate|Radiation: radiation therapy","20",89,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"282","Breast","NCT02260661","Completed","Drug: AZD8835|Drug: AZD8835 in combination with fulvestrant","10",20,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"283","Breast","NCT00709462","Completed","Biological: CDX1307","10",48,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"284","Breast","NCT00368875","Completed","Drug: vorinostat|Drug: paclitaxel|Biological: bevacizumab","15",54,"Has Results","Both",3,1,25640.8,268670,41400,88.6
"285","Breast","NCT00003199","Completed","Drug: tamoxifen citrate|Drug: busulfan|Drug: thiotepa|Drug: melphalan|Biological: aldesleukin|Biological: sargramostim|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",50,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"286","Breast","NCT02060253","Completed","Drug: ganetespib|Drug: paclitaxel|Biological: trastuzumab|Biological: pertuzumab","10",9,"No Results Available","Both",2,1,25640.8,268670,41400,88.6
"287","Breast","NCT01106898","Completed","Drug: cyclophosphamide|Drug: paclitaxel|Biological: trastuzumab|Other: laboratory biomarker analysis","20",112,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"288","Breast","NCT00003035","Completed","Biological: filgrastim|Drug: doxorubicin hydrochloride|Drug: paclitaxel|Drug: tamoxifen citrate|Procedure: surgical procedure|Radiation: radiation therapy","20",40,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"289","Breast","NCT00003440","Completed","Drug: paclitaxel|Biological: trastuzumab|Procedure: quality-of-life assessment|Other: laboratory biomarker analysis","30",580,"No Results Available","Both",6,1,25640.8,268670,41400,88.6
"290","Breast","NCT00079326","Terminated","Biological: trastuzumab|Drug: ixabepilone|Other: laboratory biomarker analysis","20",39,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"291","Breast","NCT01688609","Completed","Drug: lapatinib ditosylate|Drug: paclitaxel|Biological: trastuzumab|Procedure: therapeutic conventional surgery|Other: pharmacological study|Other: laboratory biomarker analysis","20",18,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"292","Breast","NCT01427933","Completed","Biological: Ramucirumab (IMC-1121B)|Drug: Eribulin","20",141,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"293","Breast","NCT00807781","Completed","Biological: Mammaglobin-A DNA vaccine","10",15,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"294","Breast","NCT00055861","Completed","Biological: bevacizumab|Drug: docetaxel|Other: laboratory biomarker analysis","20",27,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"295","Breast","NCT00343759","Withdrawn","Drug: Lapatinib","20",0,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"296","Breast","NCT02270372","Completed","Biological: ONT-10, Varlilumab combination","10",22,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"297","Breast","NCT01479244","Completed","Biological: NeuVax™ vaccine|Biological: Leukine® (sargramostim, GM-CSF) and water for injection","30",758,"No Results Available","Bio",6,1,25640.8,268670,41400,88.6
"298","Breast","NCT00003455","Withdrawn","Drug: antineoplaston A10|Drug: antineoplaston AS2-1|Procedure: alternative product therapy|Procedure: biological therapy|Procedure: biologically based therapies|Procedure: cancer prevention intervention|Procedure: complementary and alternative therapy|Procedure: differentiation therapy","20",0,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"299","Breast","NCT00006261","Withdrawn","Biological: therapeutic allogeneic lymphocytes|Drug: cyclophosphamide|Drug: docetaxel|Drug: doxorubicin hydrochloride|Drug: fludarabine phosphate|Procedure: peripheral blood stem cell transplantation","20",0,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"300","Breast","NCT00499083","Completed","Biological: therapeutic autologous dendritic cells|Drug: aromatase inhibition therapy|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel|Drug: tamoxifen citrate|Genetic: gene expression analysis|Genetic: protein expression analysis|Genetic: reverse transcriptase-polymerase chain reaction|Other: immunoenzyme technique|Other: immunohistochemistry staining method|Other: laboratory biomarker analysis|Procedure: adjuvant therapy|Procedure: biopsy|Procedure: conventional surgery|Procedure: neoadjuvant therapy|Radiation: radiation therapy","20",17,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"301","Breast","NCT00088413","Completed","Biological: PANVAC-V|Biological: PANVAC-F|Drug: Sargramostim (GM-CSF, Leukine)","20",51,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"302","Breast","NCT00407888","Completed","Drug: doxorubicin hydrochloride|Drug: cyclophosphamide|Biological: filgrastim|Drug: paclitaxel albumin-stabilized nanoparticle formulation|Biological: trastuzumab|Other: laboratory biomarker analysis|Procedure: quality-of-life assessment","20",60,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"303","Breast","NCT00071942","Terminated","Biological: recombinant vaccinia-MUC1 vaccine|Biological: recombinant vaccinia-TRICOM vaccine|Other: laboratory biomarker analysis|Procedure: quality-of-life assessment","10",22,"No Results Available","Bio",2,0,25640.8,268670,41400,88.6
"304","Breast","NCT00049114","Completed","Drug: doxorubicin hydrochloride|Drug: cyclophosphamide|Drug: tipifarnib|Biological: filgrastim|Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis","20",62,"No Results Available","Both",4,1,25640.8,268670,41400,88.6
"305","Breast","NCT00016406","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: doxorubicin|Drug: paclitaxel|Procedure: surgery","30",399,"No Results Available","Drug",6,1,25640.8,268670,41400,88.6
"306","Breast","NCT00699491","Completed","Biological: Cixutumumab|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study|Drug: Temsirolimus","15",48,"Has Results","Drug",3,1,25640.8,268670,41400,88.6
"307","Breast","NCT00028496","Completed","Biological: recombinant fowlpox-CEA(6D)/TRICOM vaccine|Biological: sargramostim|Biological: recombinant fowlpox GM-CSF vaccine adjuvant","10",48,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"308","Breast","NCT00854789","Completed","Biological: E75 + GM-CSF vaccine","15",95,"No Results Available","Bio",3,1,25640.8,268670,41400,88.6
"309","Breast","NCT00093808","Completed","Biological: trastuzumab|Drug: capecitabine|Drug: vinorelbine tartrate","20",47,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"310","Breast","NCT01042925","Completed","Drug: XL147 (SAR245408)|Biological: trastuzumab|Drug: paclitaxel","15",42,"No Results Available","Both",3,1,25640.8,268670,41400,88.6
"311","Breast","NCT01729884","Terminated","Biological: HER-2/neu peptide vaccine","20",3,"No Results Available","Bio",4,0,25640.8,268670,41400,88.6
"312","Breast","NCT01288261","Completed","Drug: paclitaxel|Biological: bavituximab|Other: laboratory biomarker analysis|Other: pharmacological study","10",14,"No Results Available","Both",2,1,25640.8,268670,41400,88.6
"313","Breast","NCT00003425","Completed","Biological: filgrastim|Drug: amifostine trihydrate|Drug: cyclophosphamide|Drug: melphalan|Procedure: peripheral blood stem cell transplantation","15",25,"No Results Available","Drug",3,1,25640.8,268670,41400,88.6
"314","Breast","NCT00369655","Completed","Biological: ziv-aflibercept","20",21,"Has Results","Bio",4,1,25640.8,268670,41400,88.6
"315","Breast","NCT01712009","Completed","Drug: Naproxen|Drug: Loratadine|Biological: Pegfilgrastim|Drug: Chemotherapy","20",600,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"316","Breast","NCT01009983","Terminated","Biological: panitumumab|Drug: paclitaxel|Drug: carboplatin|Procedure: laboratory biomarker analysis|Procedure: immunohistochemistry staining method","20",14,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"317","Breast","NCT00679029","Terminated","Drug: doxorubicin hydrochloride|Drug: cyclophosphamide|Biological: bevacizumab|Drug: paclitaxel|Drug: gemcitabine hydrochloride|Other: laboratory biomarker analysis|Biological: pegfilgrastim","20",15,"Has Results","Both",4,0,25640.8,268670,41400,88.6
"318","Breast","NCT00004156","Completed","Biological: MUC1-KLH vaccine/QS21","10",45,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"319","Breast","NCT00513292","Completed","Drug: Cyclophosphamide|Drug: Epirubicin Hydrochloride|Other: Laboratory Biomarker Analysis|Drug: Paclitaxel|Procedure: Therapeutic Conventional Surgery|Biological: Trastuzumab","30",280,"Has Results","Both",6,1,25640.8,268670,41400,88.6
"320","Breast","NCT00079157","Unknown status","Biological: incomplete Freund's adjuvant|Biological: sargramostim|Biological: telomerase: 540-548 peptide vaccine","10",28,"No Results Available","Bio",2,0,25640.8,268670,41400,88.6
"321","Breast","NCT02779855","Suspended","Biological: Talimogene laherparepvec|Drug: Paclitaxel","15",46,"No Results Available","Drug",3,0,25640.8,268670,41400,88.6
"322","Breast","NCT00004893","Completed","Biological: recombinant interleukin-12","20",5,"No Results Available","Bio",4,1,25640.8,268670,41400,88.6
"323","Breast","NCT00728949","Completed","Biological: IMC-A12 (cixutumumab)|Drug: tamoxifen|Drug: Anastrozole|Drug: Letrozole|Drug: Exemestane|Drug: Fulvestrant","20",93,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"324","Breast","NCT00892567","Completed","Biological: 9 Peptides from Her-2/neu, CEA, & CTA","10",9,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"325","Breast","NCT00041067","Completed","Biological: filgrastim|Biological: trastuzumab|Drug: docetaxel|Drug: vinorelbine","20",76,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"326","Breast","NCT00733408","Completed","Drug: paclitaxel albumin-stabilized nanoparticle formulation|Biological: bevacizumab|Drug: erlotinib hydrochloride","20",59,"Has Results","Both",4,1,25640.8,268670,41400,88.6
"327","Breast","NCT00002837","Completed","Biological: Filgrastim (G-CSF)|Drug: Cyclophosphamide|Drug: Doxorubicin Hydrochloride|Drug: Paclitaxel|Procedure: Peripheral Blood Stem Cell Transplantation","15",21,"No Results Available","Drug",3,1,25640.8,268670,41400,88.6
"328","Breast","NCT00450866","Completed","Biological: epothilone B","20",55,"Has Results","Bio",4,1,25640.8,268670,41400,88.6
"329","Breast","NCT00088985","Terminated","Biological: therapeutic autologous dendritic cells|Biological: trastuzumab|Drug: vinorelbine ditartrate","20",56,"Has Results","Drug",4,0,25640.8,268670,41400,88.6
"330","Breast","NCT00925548","Terminated","Biological: Tecemotide (L-BLP25) and Hormonal Treatment|Biological: Placebo of tecemotide (L-BLP25) and Hormonal Treatment|Drug: cyclophosphamide|Drug: sodium chloride (NaCl)","30",16,"Has Results","Drug",6,0,25640.8,268670,41400,88.6
"331","Breast","NCT00849459","Completed","Biological: adenovirus-mediated human interleukin-12","10",3,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"332","Breast","NCT00305825","Completed","Biological: bevacizumab|Drug: letrozole","20",43,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"333","Breast","NCT02441946","Completed","Drug: Abemaciclib|Drug: Loperamide|Drug: Anastrozole","20",224,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"334","Breast","NCT00381173","Completed","Drug: Cyclophosphamide & ZYC300 (ZYC300 with cyclophosphamide pre-dosing)","10",22,"No Results Available","Drug",2,1,25640.8,268670,41400,88.6
"335","Breast","NCT00674791","Completed","Biological: OCPM Immunotherapeutic Vaccine","10",13,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"336","Breast","NCT00856492","Completed","Biological: bevacizumab|Biological: pegfilgrastim|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: paclitaxel albumin-stabilized nanoparticle formulation","20",215,"Has Results","Drug",4,1,25640.8,268670,41400,88.6
"337","Breast","NCT00648102","Completed","Biological: CDX-1307","10",36,"No Results Available","Bio",2,1,25640.8,268670,41400,88.6
"338","Breast","NCT01959490","Completed","Biological: trastuzumab|Biological: Pertuzumab|Drug: docetaxel|Drug: carboplatin|Drug: doxorubicin|Drug: cyclophosphamide|Drug: paclitaxel|Other: laboratory biomarker analysis|Other: pharmacogenomic studies|Drug: Bevacizumab","20",16,"No Results Available","Drug",4,1,25640.8,268670,41400,88.6
"339","Breast","NCT00404404","Unknown status","Biological: bevacizumab|Drug: paclitaxel albumin-stabilized nanoparticle formulation","20",35,"No Results Available","Drug",4,0,25640.8,268670,41400,88.6
"356","Cervix","NCT01034358","Completed","Biological: Human Papillomavirus Vaccine","40",15,"Has Results","Bio",7,1,1728.3,13240,4170,67.6
"357","Cervix","NCT01101750","Unknown status","Biological: Quadrivalent HPV for types 6, 11, 16 and 18","40",60,"No Results Available","Bio",7,0,1728.3,13240,4170,67.6
"358","Cervix","NCT00862810","Completed","Biological: Received HPV vaccine first|Biological: Received concomitant vaccines first","40",72,"Has Results","Bio",7,1,1728.3,13240,4170,67.6
"359","Cervix","NCT00499031","Completed","Biological: Cetuximab","20",38,"Has Results","Bio",4,1,1728.3,13240,4170,67.6
"360","Cervix","NCT00121173","Completed","Biological: pNGVL4a-Sig/E7(detox)/HSP70 DNA vaccine","15",16,"Has Results","Bio",3,1,1728.3,13240,4170,67.6
"361","Cervix","NCT01585428","Completed","Drug: Fludarabine|Drug: Cyclophosphamide|Biological: Young TIL|Drug: Aldesleukin","20",29,"Has Results","Both",4,1,1728.3,13240,4170,67.6
"362","Cervix","NCT00017004","Completed","Radiation: External Beam Radiation Therapy|Drug: Cisplatin|Radiation: Internal Radiation Therapy|Biological: Epoetin Alfa","30",114,"No Results Available","Both",6,1,1728.3,13240,4170,67.6
"363","Cervix","NCT02280811","Completed","Drug: Fludarabine|Drug: Cyclophosphamide|Biological: E6 TCR|Drug: Aldesleukin","15",12,"Has Results","Both",3,1,1728.3,13240,4170,67.6
"364","Cervix","NCT00493545","Unknown status","Biological: HspE7 and Poly-ICLC","10",24,"No Results Available","Bio",2,0,1728.3,13240,4170,67.6
"365","Cervix","NCT00104910","Completed","Radiation: Internal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy|Biological: Cetuximab|Drug: Cisplatin","10",64,"No Results Available","Drug",2,1,1728.3,13240,4170,67.6
"366","Cervix","NCT00091130","Completed","Biological: HspE7|Other: placebo|Other: laboratory biomarker analysis","20",139,"No Results Available","Bio",4,1,1728.3,13240,4170,67.6
"367","Cervix","NCT00054041","Completed","Biological: HspE7|Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis","20",84,"No Results Available","Bio",4,1,1728.3,13240,4170,67.6
"368","Cervix","NCT01266447","Completed","Biological: Filgrastim|Other: Laboratory Biomarker Analysis|Biological: Pegfilgrastim|Drug: Topotecan Hydrochloride|Drug: Veliparib","20",27,"Has Results","Drug",4,1,1728.3,13240,4170,67.6
"369","Cervix","NCT00988559","Completed","Biological: DNA vaccination|Device: Gene gun vaccine|Biological: intramuscular vaccination|Biological: intra-lesional vaccine administration|Procedure: therapeutic resection of the lesion|Drug: imiquimod","10",132,"Has Results","Drug",2,1,1728.3,13240,4170,67.6
"370","Cervix","NCT00101192","Completed","Biological: cetuximab|Drug: cisplatin","20",76,"Has Results","Drug",4,1,1728.3,13240,4170,67.6
"371","Cervix","NCT00003065","Completed","Biological: filgrastim|Drug: paclitaxel|Drug: topotecan hydrochloride","20",25,"No Results Available","Drug",4,1,1728.3,13240,4170,67.6
"372","Cervix","NCT01116245","Terminated","Biological: ADXS11-001 (Lm-LLO-E7)|Drug: Placebo Control","20",81,"No Results Available","Drug",4,0,1728.3,13240,4170,67.6
"373","Cervix","NCT00369122","Completed","Biological: Bevacizumab|Drug: Cisplatin|Radiation: External Beam Radiation Therapy|Radiation: Internal Radiation Therapy","20",60,"Has Results","Drug",4,1,1728.3,13240,4170,67.6
"374","Cervix","NCT00138151","Terminated","Biological: recombinant interferon alpha-2b|Drug: isotretinoin|Drug: paclitaxel","20",33,"Has Results","Drug",4,0,1728.3,13240,4170,67.6
"375","Colorectal","NCT00324415","Completed","Biological: cetuximab|Drug: cisplatin|Drug: fluorouracil|Radiation: radiation therapy","20",45,"Has Results","Drug",4,1,20391.3,140250,50630,63.4
"376","Colorectal","NCT00083720","Completed","Biological: cetuximab","20",87,"Has Results","Bio",4,1,20391.3,140250,50630,63.4
"377","Colorectal","NCT02110082","Completed","Biological: Urelumab|Biological: Cetuximab","10",66,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"378","Colorectal","NCT00134069","Completed","Drug: sorafenib tosylate|Drug: cetuximab|Drug: irinotecan hydrochloride","10",48,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"379","Colorectal","NCT00072098","Terminated","Biological: adenovirus vector|Biological: interleukin-12 gene","10",22,"No Results Available","Bio",2,0,20391.3,140250,50630,63.4
"380","Colorectal","NCT02116894","Completed","Biological: PF-03446962|Drug: Regorafenib","10",11,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"381","Colorectal","NCT02508077","Terminated","Drug: Fluorouracil|Drug: Irinotecan Hydrochloride|Other: Laboratory Biomarker Analysis|Drug: Leucovorin Calcium|Biological: Panitumumab","20",1,"Has Results","Both",4,0,20391.3,140250,50630,63.4
"382","Colorectal","NCT00466505","Completed","Biological: cetuximab|Drug: celecoxib|Genetic: proteomic profiling|Other: immunohistochemistry staining method|Other: laboratory biomarker analysis|Other: mass spectrometry","20",17,"Has Results","Drug",4,1,20391.3,140250,50630,63.4
"383","Colorectal","NCT00002968","Completed","Biological: edrecolomab|Other: laboratory biomarker analysis","30",2100,"No Results Available","Bio",6,1,20391.3,140250,50630,63.4
"384","Colorectal","NCT00296062","Terminated","Biological: bevacizumab|Drug: capecitabine|Drug: irinotecan hydrochloride|Drug: oxaliplatin","10",12,"No Results Available","Drug",2,0,20391.3,140250,50630,63.4
"385","Colorectal","NCT00558051","Completed","Biological: DC-based vaccine","10",15,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"386","Colorectal","NCT00030342","Completed","Biological: recombinant interferon alfa|Biological: sargramostim|Biological: therapeutic autologous lymphocytes|Drug: fluorouracil","15",60,"No Results Available","Drug",3,1,20391.3,140250,50630,63.4
"387","Colorectal","NCT00100841","Completed","Biological: cetuximab|Biological: bevacizumab|Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil","20",66,"Has Results","Drug",4,1,20391.3,140250,50630,63.4
"388","Colorectal","NCT00835679","Terminated","Biological: cetuximab|Drug: dasatinib|Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis","05",9,"Has Results","Drug",1,0,20391.3,140250,50630,63.4
"389","Colorectal","NCT00107315","Terminated","Biological: bevacizumab|Drug: capecitabine","20",16,"Has Results","Drug",4,0,20391.3,140250,50630,63.4
"390","Colorectal","NCT00084643","Completed","Biological: GTI-2040|Drug: oxaliplatin|Drug: capecitabine|Other: pharmacological study|Other: laboratory biomarker analysis","10",20,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"391","Colorectal","NCT01671592","Completed","Biological: DC Vaccine","10",6,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"392","Colorectal","NCT00838578","Terminated","Biological: KRN330|Drug: Irinotecan","15",65,"Has Results","Drug",3,0,20391.3,140250,50630,63.4
"393","Colorectal","NCT01309126","Terminated","Biological: Imprime PGG + cetuximab|Drug: Cetuximab","30",217,"No Results Available","Drug",6,0,20391.3,140250,50630,63.4
"394","Colorectal","NCT00773097","Completed","Biological: MUC1 - Poly ICLC","20",46,"Has Results","Bio",4,1,20391.3,140250,50630,63.4
"395","Colorectal","NCT00052559","Completed","Biological: bevacizumab|Drug: fluorouracil|Radiation: external beam radiation therapy|Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis","10",32,"No Results Available","Drug",2,1,20391.3,140250,50630,63.4
"396","Colorectal","NCT00004042","Completed","Biological: monoclonal antibody F19|Radiation: iodine I 131 monoclonal antibody F19","10",24,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"397","Colorectal","NCT00522665","Completed","Drug: Irinotecan|Biological: Cetuximab|Biological: RAD001","15",41,"No Results Available","Both",3,1,20391.3,140250,50630,63.4
"398","Colorectal","NCT02615574","Withdrawn","Biological: aDC1 vaccine|Drug: CKM","20",0,"No Results Available","Drug",4,0,20391.3,140250,50630,63.4
"399","Colorectal","NCT00449163","Terminated","Biological: Bevacizumab|Drug: Floxuridine|Drug: Irinotecan|Drug: Leucovorin","20",25,"Has Results","Drug",4,0,20391.3,140250,50630,63.4
"400","Colorectal","NCT02413853","Withdrawn","Drug: CBP/beta-catenin Antagonist PRI-724|Biological: Bevacizumab|Drug: Leucovorin Calcium|Drug: Oxaliplatin|Drug: Fluorouracil|Other: Laboratory Biomarker Analysis","20",0,"No Results Available","Both",4,0,20391.3,140250,50630,63.4
"401","Colorectal","NCT00002796","Terminated","Drug: fluorouracil|Drug: sodium phenylbutyrate|Drug: indomethacin|Biological: recombinant interferon gamma","15",46,"No Results Available","Both",3,0,20391.3,140250,50630,63.4
"402","Colorectal","NCT01167725","Unknown status","Biological: bevacizumab|Biological: cetuximab|Drug: FOLFIRI regimen|Drug: FOLFOX regimen|Drug: capecitabine|Drug: fluorouracil|Drug: irinotecan hydrochloride|Drug: leucovorin calcium|Drug: mitomycin C|Drug: oxaliplatin|Procedure: therapeutic conventional surgery","30",340,"No Results Available","Drug",6,0,20391.3,140250,50630,63.4
"403","Colorectal","NCT00499369","Terminated","Drug: irinotecan hydrochloride|Drug: leucovorin calcium|Drug: fluorouracil|Biological: cetuximab|Biological: bevacizumab","30",72,"Has Results","Both",6,0,20391.3,140250,50630,63.4
"404","Colorectal","NCT02448810","Terminated","Biological: BAX69 + infusional 5-FU/LV|Biological: BAX69 + panitumumab|Biological: BAX69 + 5-FU/LV|Drug: Standard of Care|Biological: Standard of Care","20",115,"Has Results","Both",4,0,20391.3,140250,50630,63.4
"405","Colorectal","NCT01519817","Completed","Biological: GI-6301 (Yeast Brachyury Vaccine)","10",34,"Has Results","Bio",2,1,20391.3,140250,50630,63.4
"406","Colorectal","NCT01671488","Terminated","Biological: Treatment|Drug: 5FU|Drug: Mitomycin|Radiation: IMRT","15",11,"Has Results","Drug",3,0,20391.3,140250,50630,63.4
"407","Colorectal","NCT00054912","Completed","Biological: EP2101","10",18,"No Results Available","Bio",2,1,20391.3,140250,50630,63.4
"408","Colorectal","NCT00060411","Completed","Drug: erlotinib hydrochloride|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin|Biological: bevacizumab","10",24,"No Results Available","Both",2,1,20391.3,140250,50630,63.4
"409","Colorectal","NCT00079274","Completed","Drug: irinotecan hydrochloride|Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil|Biological: cetuximab|Drug: Locally Directed Therapy","30",3397,"Has Results","Both",6,1,20391.3,140250,50630,63.4
"410","Colorectal","NCT00112918","Completed","Biological: Bevacizumab|Drug: Capecitabine|Drug: 5-Fluorouracil (5-FU)|Drug: Leucovorin calcium|Drug: Oxaliplatin","30",3451,"Has Results","Drug",6,1,20391.3,140250,50630,63.4
"411","Colorectal","NCT00911170","Completed","Drug: Pegfilgrastim|Drug: Placebo|Biological: Bevacizumab|Drug: Standard Chemotherapy","30",847,"Has Results","Both",6,1,20391.3,140250,50630,63.4
"412","Colorectal","NCT02235324","Withdrawn","Biological: ziv-aflibercept|Drug: leucovorin calcium|Drug: fluorouracil|Other: laboratory biomarker analysis","20",0,"No Results Available","Drug",4,0,20391.3,140250,50630,63.4
"413","Colorectal","NCT01126450","Terminated","Drug: lenalidomide|Biological: cetuximab|Other: mutation analysis|Other: polymerase chain reaction|Genetic: polymorphism analysis","10",3,"No Results Available","Both",2,0,20391.3,140250,50630,63.4
"414","Colorectal","NCT00686166","Completed","Biological: cetuximab|Drug: capecitabine|Drug: oxaliplatin|Procedure: therapeutic surgical procedure|Radiation: radiation therapy","20",83,"Has Results","Drug",4,1,20391.3,140250,50630,63.4
